Episode,TotalReward
0,-1.3889999
1,-1.199
2,-1.451
3,-1.419
4,-1.2
5,-1.509
6,-1.212
7,-1.173
8,-1.562
9,-1.2659999
10,-1.005
11,-0.9480001
12,-0.9540001
13,-1.1970001
14,-0.922
15,-1.2850001
16,-1.5590001
17,-1.2739999
18,-1.2060001
19,-1.3540001
