Episode,TotalReward
0,56.151894
1,221.91635
2,52.36845
3,162.93484
4,83.252686
5,72.62832
6,89.36227
7,55.835945
8,97.25762
9,51.125042
10,57.153458
11,168.34074
12,147.12286
13,111.18683
14,113.21674
15,212.9427
16,88.385796
17,186.98291
18,83.21112
19,106.310555
20,70.76879
21,46.2056
22,59.2702
23,133.34213
24,50.554287
25,291.9123
26,179.25423
27,61.248882
28,48.804695
