Episode,Loss,Average Q
4,0.5311846733093262,-1.6189199686050415
4,0.5324276685714722,-1.5959843397140503
5,0.52534019947052,-1.5899815559387207
5,0.4985499382019043,-1.5475029945373535
5,0.540892481803894,-1.6122585535049438
5,0.4784117341041565,-1.5732276439666748
5,0.47064340114593506,-1.5638008117675781
5,0.43231111764907837,-1.560778260231018
5,0.4794643819332123,-1.5977840423583984
5,0.5022128224372864,-1.5743600130081177
5,0.49220314621925354,-1.547883152961731
5,0.4423397481441498,-1.5632450580596924
5,0.48592409491539,-1.5843181610107422
5,0.4933958649635315,-1.5720576047897339
5,0.4468127489089966,-1.5096746683120728
6,0.48080703616142273,-1.5526376962661743
6,0.41384637355804443,-1.5447646379470825
6,0.43515774607658386,-1.55349862575531
6,0.274221807718277,-1.4467538595199585
6,0.452210396528244,-1.5466632843017578
6,0.47689151763916016,-1.5613285303115845
6,0.3968748450279236,-1.519852638244629
6,0.39498382806777954,-1.4750713109970093
6,0.3886678218841553,-1.5189570188522339
6,0.4218924045562744,-1.5364720821380615
6,0.38480809330940247,-1.4945199489593506
6,0.389178991317749,-1.525161623954773
6,0.390799343585968,-1.4298837184906006
7,0.5043216943740845,-1.5028657913208008
7,0.40775829553604126,-1.4638869762420654
7,0.43547698855400085,-1.473577857017517
7,0.37548714876174927,-1.5076090097427368
7,0.4303502142429352,-1.5093039274215698
7,0.41204652190208435,-1.4346444606781006
7,0.3709615468978882,-1.4538151025772095
7,0.4826079308986664,-1.4610698223114014
7,0.48109713196754456,-1.4286632537841797
7,0.3054894506931305,-1.4351866245269775
7,0.3314495086669922,-1.3494675159454346
7,0.29870861768722534,-1.393356204032898
7,0.3820764124393463,-1.347168207168579
8,0.2751179337501526,-1.3713300228118896
8,0.4226881265640259,-1.424499750137329
8,0.38059622049331665,-1.371002435684204
8,0.34872499108314514,-1.3426449298858643
8,0.309608519077301,-1.4175903797149658
8,0.3840341866016388,-1.4241633415222168
8,0.28976181149482727,-1.30540132522583
8,0.36102160811424255,-1.387323021888733
8,0.46489256620407104,-1.3991392850875854
8,0.2294052690267563,-1.1640046834945679
8,0.4158978760242462,-1.2926026582717896
8,0.43391120433807373,-1.324167251586914
