Episode,TotalReward
0,37.251359939575195
1,94.611232817173
2,33.89992517232895
3,62.19260251522064
4,145.05920940637589
5,36.430294036865234
6,82.58205932378769
7,30.56037276983261
8,128.95120775699615
9,37.39392012357712
10,37.90729719400406
11,104.08287853002548
12,33.53612291812897
13,221.4202007651329
14,49.45376235246658
15,49.837026715278625
16,175.0704618692398
17,57.884517550468445
18,139.0832398533821
19,129.67763721942902
20,166.4348333477974
21,101.52409034967422
22,48.18754571676254
23,89.08976584672928
24,131.47754979133606
25,64.62969321012497
26,64.30098521709442
27,48.24780881404877
28,43.22416090965271
29,41.72530573606491
30,82.07195562124252
31,151.0621656179428
32,52.74863386154175
33,62.10944998264313
34,62.97338557243347
35,132.46162968873978
36,181.63952159881592
37,118.53891706466675
38,180.42082941532135
39,63.46837145090103
40,82.1135978102684
41,95.24185085296631
42,127.66225731372833
43,77.51406836509705
44,73.1727579832077
45,77.36114799976349
46,84.700592815876
47,86.45237636566162
48,74.28795909881592
49,52.84382861852646
50,44.17305254936218
51,49.68608021736145
52,226.18352085351944
53,142.83632719516754
54,123.82297724485397
55,20.00577813386917
56,160.21196138858795
57,50.17336130142212
58,126.97384893894196
59,37.69923776388168
60,56.58734750747681
61,202.2194066643715
62,44.28805869817734
63,97.38630664348602
64,158.07944083213806
65,20.78117346763611
66,140.90668714046478
67,101.23245126008987
68,44.6485053896904
69,256.3314131498337
70,102.91895794868469
71,165.4515209197998
72,172.23433405160904
73,74.72245359420776
74,120.71048974990845
75,196.3906774520874
76,144.26486885547638
77,136.06464725732803
78,45.9032860994339
79,232.92156839370728
80,104.99562138319016
81,195.08508789539337
82,37.29939782619476
83,96.00060665607452
84,306.6148516535759
85,59.76526355743408
86,148.27006405591965
87,113.90220159292221
88,46.85735082626343
89,45.84383821487427
90,120.5381253361702
91,164.1264510154724
92,132.6177272796631
93,83.6268385052681
94,89.3341314792633
95,98.99794352054596
96,43.5699263215065
97,198.2559633255005
98,38.31179976463318
99,86.70328742265701
