Episode,TotalReward
0,-0.714
1,-1.2639999
2,-1.0040001
3,-0.834
4,-1.1870002
5,-1.602
6,-1.0289999
7,-1.233
8,-1.3170002
9,-1.493
10,-1.125
11,-1.3230001
12,-1.265
13,-1.095
14,-1.5680001
15,-1.026
16,-0.912
17,-1.19
18,-1.092
19,-1.214
20,-0.7260001
21,-1.074
22,-0.912
