Episode,Loss,Average Q
4,7.093855857849121,0.29587239027023315
4,7.015485763549805,0.31243038177490234
5,8.535226821899414,0.31216514110565186
5,6.925983428955078,0.31483447551727295
5,8.606710433959961,0.3153305947780609
5,8.656494140625,0.318015456199646
5,8.742639541625977,0.3338722884654999
5,8.364106178283691,0.32346758246421814
5,7.475830078125,0.3444387912750244
5,9.027183532714844,0.35415157675743103
5,7.302873134613037,0.4147910475730896
5,7.619414329528809,0.4010160565376282
5,6.363738059997559,0.39154940843582153
5,6.741061687469482,0.385483980178833
5,8.288113594055176,0.3212781548500061
6,6.672128677368164,0.44933757185935974
6,8.06055736541748,0.3618459105491638
6,9.044610023498535,0.33154362440109253
6,8.673248291015625,0.44661906361579895
6,8.267398834228516,0.34996137022972107
6,8.151594161987305,0.3198776841163635
6,7.605813026428223,0.43093612790107727
6,7.259232997894287,0.4487687051296234
6,9.341787338256836,0.383450984954834
6,9.113431930541992,0.4386056065559387
6,7.98291015625,0.42877447605133057
6,8.641556739807129,0.41101589798927307
6,8.48062801361084,0.5390327572822571
7,10.49530029296875,0.5512101650238037
7,6.077384948730469,0.4486706852912903
7,8.776144981384277,0.4859214425086975
7,9.657358169555664,0.4762799143791199
7,9.121011734008789,0.4926097095012665
7,9.129653930664062,0.506587564945221
7,10.353155136108398,0.5812255144119263
7,8.777132034301758,0.46050214767456055
7,8.536510467529297,0.510665237903595
7,7.94079065322876,0.501851499080658
7,8.580489158630371,0.5656353831291199
7,6.155683994293213,0.6057478785514832
7,7.170106887817383,0.5055548548698425
