Episode,Loss,Average Q
4,5.895724296569824,1.1894118785858154
4,5.777331829071045,1.2922438383102417
5,6.084765911102295,1.1887407302856445
5,6.031692981719971,1.2406861782073975
5,6.150473117828369,1.3538215160369873
5,6.074272155761719,1.2145112752914429
5,6.070584774017334,1.2439334392547607
5,6.049216270446777,1.0718717575073242
5,6.398064613342285,1.1577379703521729
5,7.681978225708008,1.277901530265808
5,7.344202041625977,1.4370479583740234
5,6.194042205810547,1.471951961517334
5,7.3037800788879395,1.2594318389892578
5,7.5382771492004395,1.4474040269851685
5,7.501316547393799,1.3206713199615479
6,7.061405181884766,1.2534831762313843
6,6.498907566070557,1.3597049713134766
6,7.033329963684082,1.296030044555664
6,7.660102367401123,1.5267136096954346
6,7.911134243011475,1.3728103637695312
6,7.509346008300781,1.5230494737625122
6,7.4846296310424805,1.413173794746399
6,7.573587894439697,1.6477404832839966
6,6.015190124511719,1.6672594547271729
6,7.225991249084473,1.5851075649261475
6,5.89082145690918,1.5464915037155151
6,5.333069801330566,1.5594234466552734
6,7.181782245635986,1.5961952209472656
7,5.352937698364258,1.4520564079284668
7,7.3670454025268555,1.2225103378295898
7,7.473570823669434,1.6731616258621216
7,6.394623756408691,1.478851318359375
7,6.956384658813477,1.4599337577819824
7,6.296675682067871,1.3640300035476685
7,5.726147174835205,1.4249167442321777
7,7.363185882568359,1.5609166622161865
7,7.481922626495361,1.413158893585205
7,6.557910919189453,1.4685845375061035
7,7.514327049255371,1.4699411392211914
7,7.421095848083496,1.4635398387908936
7,6.155365943908691,1.5157756805419922
8,5.939629077911377,1.636806845664978
8,7.091365814208984,1.5799049139022827
8,7.3007941246032715,1.4956682920455933
8,7.288365364074707,1.4810919761657715
8,7.441869258880615,1.7147773504257202
8,7.123263359069824,1.708283543586731
8,6.655111312866211,1.626686453819275
8,7.144780158996582,1.4805420637130737
8,8.929644584655762,1.3919764757156372
8,6.780002593994141,1.4305481910705566
8,6.073430061340332,1.5846585035324097
8,8.982702255249023,1.4016329050064087
8,5.687160968780518,1.433459997177124
9,8.059137344360352,1.4115926027297974
9,6.716157913208008,1.6698429584503174
9,6.650546550750732,1.475533127784729
9,8.652974128723145,1.9173108339309692
9,8.32777214050293,1.512756109237671
9,8.809730529785156,1.7739115953445435
9,8.047383308410645,1.5789353847503662
9,10.072017669677734,1.2600281238555908
9,8.779119491577148,1.3417692184448242
9,7.569786071777344,1.4046592712402344
9,8.558765411376953,1.6546036005020142
9,7.019501686096191,1.564365029335022
9,8.467877388000488,2.0390372276306152
10,8.7536039352417,1.3693301677703857
10,8.37206745147705,1.5665092468261719
10,9.504283905029297,1.2908434867858887
10,6.069446563720703,1.6490333080291748
10,6.959015369415283,1.975137710571289
10,7.060241222381592,1.5615477561950684
10,7.519635200500488,1.715347409248352
10,9.326330184936523,1.818013072013855
10,7.077517986297607,1.8158668279647827
10,9.934066772460938,1.636383295059204
10,6.244039535522461,1.9293336868286133
10,7.270171165466309,1.872029423713684
10,8.653914451599121,1.7410016059875488
11,7.777495861053467,1.6246142387390137
11,8.695419311523438,1.653699517250061
11,7.170809268951416,1.8688417673110962
11,6.6862993240356445,2.068187713623047
11,8.117445945739746,1.7944564819335938
11,6.4995880126953125,1.8751940727233887
11,6.435851097106934,1.665065050125122
11,6.521359920501709,2.012897253036499
11,5.999085426330566,1.988623023033142
11,8.763777732849121,1.7355250120162964
11,9.142510414123535,2.1330246925354004
11,6.007699489593506,2.1725077629089355
11,6.911864280700684,1.9270251989364624
12,6.88898229598999,1.813050627708435
12,7.9206109046936035,1.9183318614959717
12,7.245001316070557,2.052006244659424
12,8.14030647277832,1.7540700435638428
12,9.733232498168945,2.059033155441284
12,8.410035133361816,2.2785933017730713
12,6.472203254699707,2.2247872352600098
12,7.221128463745117,2.1634488105773926
12,7.09269905090332,1.993382453918457
12,7.459436416625977,2.289069414138794
12,7.548811912536621,2.085192918777466
12,9.305645942687988,2.039141893386841
12,7.483528137207031,2.1053318977355957
13,7.0084733963012695,2.1653919219970703
13,7.359309673309326,1.881922960281372
13,8.478621482849121,2.2411670684814453
13,6.434139728546143,2.3085570335388184
13,6.228482723236084,1.9949500560760498
13,7.669689178466797,2.205988645553589
13,8.017682075500488,2.123199224472046
13,8.616445541381836,2.1215484142303467
13,6.479796409606934,1.934186577796936
13,5.845912933349609,1.954169750213623
13,5.273348331451416,1.8669307231903076
13,7.936305522918701,2.5031867027282715
13,6.421511650085449,1.85728120803833
14,5.894462585449219,2.383232593536377
14,7.988844394683838,2.277796506881714
14,6.079713821411133,1.9045488834381104
14,7.0979838371276855,2.1351165771484375
14,5.058704853057861,1.9020264148712158
14,7.334169387817383,2.142705202102661
14,7.160738945007324,1.5682222843170166
14,8.60030746459961,1.5798165798187256
14,7.352941989898682,1.721791386604309
14,6.068238735198975,2.356283664703369
14,7.573696136474609,2.019920825958252
14,7.702601432800293,2.203540802001953
14,8.244285583496094,2.555209159851074
15,5.7443695068359375,2.2202820777893066
15,6.720210075378418,2.268188953399658
15,7.182724952697754,2.545297861099243
15,6.397205829620361,2.0548696517944336
15,6.985185623168945,2.100785493850708
15,4.902418613433838,2.3715267181396484
15,5.874021530151367,2.1894078254699707
15,8.954760551452637,2.298945426940918
15,4.9028801918029785,2.5517828464508057
15,5.818239688873291,2.4548139572143555
15,7.235313415527344,2.154721975326538
15,4.9075798988342285,2.7878899574279785
15,6.63368034362793,2.064411163330078
16,4.482289791107178,2.8544163703918457
16,8.567845344543457,2.145486354827881
16,4.702847957611084,2.448262929916382
16,7.061908721923828,2.702014923095703
16,7.793517589569092,2.1497488021850586
16,7.490971565246582,2.036794900894165
16,5.61241340637207,2.4240217208862305
16,5.9341840744018555,2.2004055976867676
16,7.362010955810547,1.9705040454864502
16,6.356600761413574,2.1764211654663086
16,8.012351989746094,2.2247378826141357
16,4.921119213104248,2.3496854305267334
16,7.227346897125244,2.496278762817383
17,6.430526256561279,2.2374472618103027
17,5.8714752197265625,1.9421091079711914
17,4.948147773742676,2.5224266052246094
17,7.059041500091553,1.9262571334838867
17,5.5007524490356445,2.5419185161590576
17,6.0576066970825195,2.2446134090423584
17,5.801244258880615,2.582782506942749
17,6.094142436981201,2.1560120582580566
17,6.099220275878906,2.647678852081299
17,6.030475616455078,2.681349754333496
17,5.516168594360352,2.682487964630127
17,4.167745113372803,2.492480993270874
17,5.931506156921387,2.3592209815979004
18,5.092116355895996,2.221078872680664
18,6.3560051918029785,2.589352607727051
18,5.63746452331543,2.482020854949951
18,7.096274375915527,2.39483904838562
18,7.252596855163574,2.5393240451812744
18,6.604282855987549,2.345137596130371
18,7.939325332641602,2.1552352905273438
18,5.937812805175781,2.8275113105773926
