Episode,Loss,Average Q
4,10.423750877380371,-1.758031964302063
4,10.33907413482666,-1.7728264331817627
5,10.3367338180542,-1.7236084938049316
5,10.025850296020508,-1.7483289241790771
5,10.339834213256836,-1.6319422721862793
5,10.708575248718262,-1.6316142082214355
5,10.712507247924805,-1.7550252676010132
5,10.032355308532715,-1.8620195388793945
5,10.608351707458496,-1.8289145231246948
5,9.150166511535645,-1.8102226257324219
5,8.626350402832031,-1.7994563579559326
5,9.605624198913574,-1.858585238456726
5,10.55668830871582,-1.6359037160873413
5,10.8584566116333,-1.6664652824401855
5,9.497991561889648,-1.6498961448669434
6,10.729069709777832,-1.6653591394424438
6,9.89106273651123,-1.6526345014572144
6,10.399959564208984,-1.5679106712341309
6,9.62100601196289,-1.744924545288086
6,8.711533546447754,-1.5903337001800537
6,9.870380401611328,-1.5187115669250488
6,9.227420806884766,-1.474095106124878
6,8.95999813079834,-1.5225549936294556
6,9.392406463623047,-1.6296508312225342
6,8.849540710449219,-1.3958277702331543
6,10.104649543762207,-1.3060355186462402
6,10.347890853881836,-1.4276318550109863
6,8.121700286865234,-1.3403751850128174
7,8.80746841430664,-1.2760069370269775
7,10.162436485290527,-1.3134706020355225
7,10.306034088134766,-1.35051429271698
7,9.158182144165039,-1.3234609365463257
7,9.735013961791992,-1.3180159330368042
7,8.671019554138184,-1.3453902006149292
7,10.319380760192871,-1.4054739475250244
7,8.299471855163574,-1.4307810068130493
7,10.015941619873047,-1.257739543914795
7,10.804105758666992,-1.2035503387451172
7,8.821897506713867,-1.2158998250961304
7,8.149019241333008,-1.2839902639389038
7,9.253450393676758,-1.2267022132873535
8,8.92516040802002,-1.1288081407546997
8,8.415617942810059,-1.3771610260009766
8,8.790340423583984,-1.1609688997268677
8,7.244722843170166,-0.9091457724571228
8,10.247832298278809,-1.4519041776657104
8,8.757099151611328,-1.3489954471588135
8,6.86221981048584,-1.2325875759124756
8,9.93586254119873,-1.251279592514038
8,10.063920021057129,-1.3764111995697021
8,8.62663459777832,-1.4442955255508423
8,6.8225507736206055,-0.7734090685844421
8,9.558897018432617,-1.29921555519104
8,7.585864067077637,-1.3243120908737183
9,9.454031944274902,-1.136162519454956
9,7.019784927368164,-1.2056132555007935
9,10.719802856445312,-1.2703330516815186
9,8.065945625305176,-1.2064759731292725
9,9.732287406921387,-1.2767226696014404
9,8.17855167388916,-0.9977806210517883
9,7.978679656982422,-1.5088425874710083
9,8.97984790802002,-1.0247012376785278
9,9.513628959655762,-1.0523356199264526
9,7.92133092880249,-0.9744325876235962
9,7.328917503356934,-1.4309160709381104
9,8.376572608947754,-1.290634274482727
9,7.581626892089844,-1.179125428199768
10,7.316094875335693,-1.2107542753219604
10,8.21531867980957,-0.8744648694992065
10,6.533788204193115,-1.120552897453308
10,5.660257339477539,-1.2117820978164673
10,8.944137573242188,-1.41975736618042
10,8.599176406860352,-0.8638172149658203
10,8.68130111694336,-1.2904510498046875
10,10.712427139282227,-1.2720229625701904
10,8.885784149169922,-1.5493605136871338
10,8.767391204833984,-1.0988764762878418
10,6.701822280883789,-1.1211491823196411
10,9.394828796386719,-1.4205634593963623
10,8.61905574798584,-1.1517492532730103
11,7.441228866577148,-1.0062130689620972
11,7.77164363861084,-1.1622551679611206
11,8.552752494812012,-1.183933973312378
11,5.263941287994385,-1.1877044439315796
11,8.419132232666016,-0.9766610264778137
11,9.062417984008789,-1.2417271137237549
11,9.739814758300781,-0.7698841094970703
11,9.015378952026367,-0.7995614409446716
11,10.478976249694824,-0.9851440191268921
11,9.825204849243164,-1.1270582675933838
11,8.56947135925293,-1.0460872650146484
11,10.158651351928711,-1.3227605819702148
11,7.41534948348999,-0.9421364068984985
12,9.659025192260742,-0.9600659608840942
12,6.7248334884643555,-1.1208250522613525
12,10.147574424743652,-1.3417810201644897
12,7.174405097961426,-0.9128940105438232
12,8.107398986816406,-0.9447105526924133
12,7.555984020233154,-0.9206874966621399
12,7.82334041595459,-0.9399224519729614
12,7.297574996948242,-0.7208409309387207
12,12.205717086791992,-1.0715739727020264
12,8.858367919921875,-1.360050082206726
12,6.4254302978515625,-1.273235559463501
12,9.800811767578125,-0.7367250919342041
12,6.830310344696045,-1.1037495136260986
13,8.693368911743164,-1.0554683208465576
13,10.042489051818848,-1.175022006034851
13,5.9681267738342285,-0.9199815392494202
13,9.091615676879883,-0.8833449482917786
13,8.4217529296875,-0.9589264392852783
13,6.794527053833008,-1.2428019046783447
13,8.281584739685059,-1.0204119682312012
13,6.845062732696533,-0.9670559167861938
13,7.677810192108154,-1.030076265335083
13,7.083046913146973,-1.0688567161560059
13,8.177167892456055,-0.7894418239593506
13,9.22705078125,-0.8034699559211731
